prolific_pid,trial,chosen_number,winner_number,win_status,consider_set_size,outcome_rel_to_consider,is_no_consider_trial,winner_in_consider,choice_in_consider,regret_chosen,regret_notchosen_winner,comp_tries_to_pass,feedback,age,gamble_freq_12mo,hot_reliance,race,gender,ethnicity
P0065,10,9,9,Won,1,NA,FALSE,TRUE,TRUE,0,NA,2,"there was no strategy

there can be no strategy, in a random chance game (RNG)

there were no ""hot blocks""
not that *i* saw, anyway",43,A few times,NA,Black/African American,Male,Non-Hispanic
P0065,11,18,21,Lost,0,NA,TRUE,FALSE,FALSE,100,100,2,"there was no strategy

there can be no strategy, in a random chance game (RNG)

there were no ""hot blocks""
not that *i* saw, anyway",43,A few times,NA,Black/African American,Male,Non-Hispanic
P0065,12,9,20,Lost,8,winner_in_set,FALSE,TRUE,TRUE,100,100,2,"there was no strategy

there can be no strategy, in a random chance game (RNG)

there were no ""hot blocks""
not that *i* saw, anyway",43,A few times,NA,Black/African American,Male,Non-Hispanic
P0065,13,19,29,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,100,100,2,"there was no strategy

there can be no strategy, in a random chance game (RNG)

there were no ""hot blocks""
not that *i* saw, anyway",43,A few times,NA,Black/African American,Male,Non-Hispanic
P0065,14,22,34,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,100,100,2,"there was no strategy

there can be no strategy, in a random chance game (RNG)

there were no ""hot blocks""
not that *i* saw, anyway",43,A few times,NA,Black/African American,Male,Non-Hispanic
P0065,15,6,7,Lost,8,winner_not_in_set,FALSE,FALSE,TRUE,100,100,2,"there was no strategy

there can be no strategy, in a random chance game (RNG)

there were no ""hot blocks""
not that *i* saw, anyway",43,A few times,NA,Black/African American,Male,Non-Hispanic
P0065,16,14,21,Lost,16,winner_in_set,FALSE,TRUE,TRUE,100,100,2,"there was no strategy

there can be no strategy, in a random chance game (RNG)

there were no ""hot blocks""
not that *i* saw, anyway",43,A few times,NA,Black/African American,Male,Non-Hispanic
P0065,17,23,4,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,100,100,2,"there was no strategy

there can be no strategy, in a random chance game (RNG)

there were no ""hot blocks""
not that *i* saw, anyway",43,A few times,NA,Black/African American,Male,Non-Hispanic
P0065,18,21,21,Won,1,NA,FALSE,TRUE,TRUE,0,NA,2,"there was no strategy

there can be no strategy, in a random chance game (RNG)

there were no ""hot blocks""
not that *i* saw, anyway",43,A few times,NA,Black/African American,Male,Non-Hispanic
P0065,19,22,17,Lost,8,winner_not_in_set,FALSE,FALSE,TRUE,100,100,2,"there was no strategy

there can be no strategy, in a random chance game (RNG)

there were no ""hot blocks""
not that *i* saw, anyway",43,A few times,NA,Black/African American,Male,Non-Hispanic
P0065,20,36,10,Lost,0,NA,TRUE,FALSE,FALSE,100,100,2,"there was no strategy

there can be no strategy, in a random chance game (RNG)

there were no ""hot blocks""
not that *i* saw, anyway",43,A few times,NA,Black/African American,Male,Non-Hispanic
P0065,21,14,14,Won,3,NA,FALSE,TRUE,TRUE,100,NA,2,"there was no strategy

there can be no strategy, in a random chance game (RNG)

there were no ""hot blocks""
not that *i* saw, anyway",43,A few times,NA,Black/African American,Male,Non-Hispanic
P0065,22,6,27,Lost,2,winner_in_set,FALSE,TRUE,TRUE,100,100,2,"there was no strategy

there can be no strategy, in a random chance game (RNG)

there were no ""hot blocks""
not that *i* saw, anyway",43,A few times,NA,Black/African American,Male,Non-Hispanic
P0065,23,22,20,Lost,16,winner_not_in_set,FALSE,FALSE,TRUE,100,100,2,"there was no strategy

there can be no strategy, in a random chance game (RNG)

there were no ""hot blocks""
not that *i* saw, anyway",43,A few times,NA,Black/African American,Male,Non-Hispanic
P0065,24,17,8,Lost,3,winner_not_in_set,FALSE,FALSE,TRUE,100,100,2,"there was no strategy

there can be no strategy, in a random chance game (RNG)

there were no ""hot blocks""
not that *i* saw, anyway",43,A few times,NA,Black/African American,Male,Non-Hispanic
P0073,1,15,33,Lost,3,winner_not_in_set,FALSE,FALSE,TRUE,2,54,1,I was trying to determine a pattern. Initially I though decending left diagonally was it that did not pan out.,76,Never,NA,White,Male,Non-Hispanic
P0073,2,15,26,Lost,8,winner_in_set,FALSE,TRUE,TRUE,4,50,1,I was trying to determine a pattern. Initially I though decending left diagonally was it that did not pan out.,76,Never,NA,White,Male,Non-Hispanic
P0073,3,19,16,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,16,56,1,I was trying to determine a pattern. Initially I though decending left diagonally was it that did not pan out.,76,Never,NA,White,Male,Non-Hispanic
P0073,4,8,8,Won,16,NA,FALSE,TRUE,TRUE,0,NA,1,I was trying to determine a pattern. Initially I though decending left diagonally was it that did not pan out.,76,Never,NA,White,Male,Non-Hispanic
P0073,5,3,1,Lost,3,winner_in_set,FALSE,TRUE,TRUE,73,92,1,I was trying to determine a pattern. Initially I though decending left diagonally was it that did not pan out.,76,Never,NA,White,Male,Non-Hispanic
P0073,6,36,29,Lost,2,winner_in_set,FALSE,TRUE,TRUE,10,13,1,I was trying to determine a pattern. Initially I though decending left diagonally was it that did not pan out.,76,Never,NA,White,Male,Non-Hispanic
P0073,7,22,19,Lost,16,winner_in_set,FALSE,TRUE,TRUE,9,52,1,I was trying to determine a pattern. Initially I though decending left diagonally was it that did not pan out.,76,Never,NA,White,Male,Non-Hispanic
P0073,8,14,27,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,11,9,1,I was trying to determine a pattern. Initially I though decending left diagonally was it that did not pan out.,76,Never,NA,White,Male,Non-Hispanic
P0073,9,2,7,Lost,16,winner_not_in_set,FALSE,FALSE,TRUE,5,25,1,I was trying to determine a pattern. Initially I though decending left diagonally was it that did not pan out.,76,Never,NA,White,Male,Non-Hispanic
P0073,10,1,28,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,14,58,1,I was trying to determine a pattern. Initially I though decending left diagonally was it that did not pan out.,76,Never,NA,White,Male,Non-Hispanic
P0073,11,21,1,Lost,0,NA,TRUE,FALSE,FALSE,29,48,1,I was trying to determine a pattern. Initially I though decending left diagonally was it that did not pan out.,76,Never,NA,White,Male,Non-Hispanic
P0073,12,35,35,Won,3,NA,FALSE,TRUE,TRUE,0,NA,1,I was trying to determine a pattern. Initially I though decending left diagonally was it that did not pan out.,76,Never,NA,White,Male,Non-Hispanic
P0073,13,28,20,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,26,53,1,I was trying to determine a pattern. Initially I though decending left diagonally was it that did not pan out.,76,Never,NA,White,Male,Non-Hispanic
P0073,14,7,25,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,13,51,1,I was trying to determine a pattern. Initially I though decending left diagonally was it that did not pan out.,76,Never,NA,White,Male,Non-Hispanic
P0073,15,16,16,Won,1,NA,FALSE,TRUE,TRUE,0,NA,1,I was trying to determine a pattern. Initially I though decending left diagonally was it that did not pan out.,76,Never,NA,White,Male,Non-Hispanic
P0073,16,11,36,Lost,0,NA,TRUE,FALSE,FALSE,17,41,1,I was trying to determine a pattern. Initially I though decending left diagonally was it that did not pan out.,76,Never,NA,White,Male,Non-Hispanic
P0073,17,29,1,Lost,0,NA,TRUE,FALSE,FALSE,37,54,1,I was trying to determine a pattern. Initially I though decending left diagonally was it that did not pan out.,76,Never,NA,White,Male,Non-Hispanic
P0073,18,28,3,Lost,16,winner_not_in_set,FALSE,FALSE,TRUE,5,39,1,I was trying to determine a pattern. Initially I though decending left diagonally was it that did not pan out.,76,Never,NA,White,Male,Non-Hispanic
P0073,19,17,21,Lost,8,winner_not_in_set,FALSE,FALSE,TRUE,16,58,1,I was trying to determine a pattern. Initially I though decending left diagonally was it that did not pan out.,76,Never,NA,White,Male,Non-Hispanic
P0073,20,14,33,Lost,8,winner_not_in_set,FALSE,FALSE,TRUE,18,42,1,I was trying to determine a pattern. Initially I though decending left diagonally was it that did not pan out.,76,Never,NA,White,Male,Non-Hispanic
P0073,21,4,15,Lost,8,winner_in_set,FALSE,TRUE,TRUE,15,34,1,I was trying to determine a pattern. Initially I though decending left diagonally was it that did not pan out.,76,Never,NA,White,Male,Non-Hispanic
P0073,22,10,30,Lost,0,NA,TRUE,FALSE,FALSE,19,40,1,I was trying to determine a pattern. Initially I though decending left diagonally was it that did not pan out.,76,Never,NA,White,Male,Non-Hispanic
P0073,23,11,11,Won,3,NA,FALSE,TRUE,TRUE,0,NA,1,I was trying to determine a pattern. Initially I though decending left diagonally was it that did not pan out.,76,Never,NA,White,Male,Non-Hispanic
P0073,24,4,3,Lost,2,winner_in_set,FALSE,TRUE,TRUE,25,80,1,I was trying to determine a pattern. Initially I though decending left diagonally was it that did not pan out.,76,Never,NA,White,Male,Non-Hispanic
P0076,1,8,34,Lost,8,winner_not_in_set,FALSE,FALSE,TRUE,88,100,1,I kind of just went with my gut,31,Never,NA,White,Female,Non-Hispanic
P0076,2,22,23,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,I kind of just went with my gut,31,Never,NA,White,Female,Non-Hispanic
P0076,3,2,10,Lost,0,NA,TRUE,FALSE,FALSE,90,100,1,I kind of just went with my gut,31,Never,NA,White,Female,Non-Hispanic
P0076,4,16,18,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,I kind of just went with my gut,31,Never,NA,White,Female,Non-Hispanic
P0076,5,8,8,Won,8,NA,FALSE,TRUE,TRUE,0,NA,1,I kind of just went with my gut,31,Never,NA,White,Female,Non-Hispanic
P0076,6,28,10,Lost,3,winner_not_in_set,FALSE,FALSE,TRUE,88,100,1,I kind of just went with my gut,31,Never,NA,White,Female,Non-Hispanic
P0076,7,18,9,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,92,100,1,I kind of just went with my gut,31,Never,NA,White,Female,Non-Hispanic
P0076,8,26,10,Lost,0,NA,TRUE,FALSE,FALSE,100,100,1,I kind of just went with my gut,31,Never,NA,White,Female,Non-Hispanic
P0076,9,10,29,Lost,8,winner_in_set,FALSE,TRUE,TRUE,95,100,1,I kind of just went with my gut,31,Never,NA,White,Female,Non-Hispanic
P0076,10,21,21,Won,3,NA,FALSE,TRUE,TRUE,0,NA,1,I kind of just went with my gut,31,Never,NA,White,Female,Non-Hispanic
P0076,11,23,8,Lost,2,winner_in_set,FALSE,TRUE,TRUE,100,100,1,I kind of just went with my gut,31,Never,NA,White,Female,Non-Hispanic
P0076,12,14,1,Lost,16,winner_not_in_set,FALSE,FALSE,TRUE,89,94,1,I kind of just went with my gut,31,Never,NA,White,Female,Non-Hispanic
P0076,13,13,12,Lost,8,winner_in_set,FALSE,TRUE,TRUE,100,100,1,I kind of just went with my gut,31,Never,NA,White,Female,Non-Hispanic
P0076,14,23,12,Lost,16,winner_in_set,FALSE,TRUE,TRUE,100,96,1,I kind of just went with my gut,31,Never,NA,White,Female,Non-Hispanic
P0076,15,15,9,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,I kind of just went with my gut,31,Never,NA,White,Female,Non-Hispanic
P0076,16,21,31,Lost,3,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,I kind of just went with my gut,31,Never,NA,White,Female,Non-Hispanic
P0076,17,36,36,Won,3,NA,FALSE,TRUE,TRUE,0,NA,1,I kind of just went with my gut,31,Never,NA,White,Female,Non-Hispanic
P0076,18,2,14,Lost,16,winner_in_set,FALSE,TRUE,TRUE,100,100,1,I kind of just went with my gut,31,Never,NA,White,Female,Non-Hispanic
P0076,19,22,30,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,I kind of just went with my gut,31,Never,NA,White,Female,Non-Hispanic
P0076,20,33,18,Lost,0,NA,TRUE,FALSE,FALSE,100,100,1,I kind of just went with my gut,31,Never,NA,White,Female,Non-Hispanic
P0076,21,15,10,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,I kind of just went with my gut,31,Never,NA,White,Female,Non-Hispanic
P0076,22,4,5,Lost,0,NA,TRUE,FALSE,FALSE,100,100,1,I kind of just went with my gut,31,Never,NA,White,Female,Non-Hispanic
P0076,23,19,20,Lost,2,winner_in_set,FALSE,TRUE,TRUE,100,100,1,I kind of just went with my gut,31,Never,NA,White,Female,Non-Hispanic
P0076,24,30,30,Won,16,NA,FALSE,TRUE,TRUE,0,NA,1,I kind of just went with my gut,31,Never,NA,White,Female,Non-Hispanic
P0084,1,28,7,Lost,16,winner_in_set,FALSE,TRUE,TRUE,100,100,1,It was just numbers that I liked or numbers that just felt right. ,55,Never,NA,White,Female,Non-Hispanic
P0084,2,7,23,Lost,0,NA,TRUE,FALSE,FALSE,100,100,1,It was just numbers that I liked or numbers that just felt right. ,55,Never,NA,White,Female,Non-Hispanic
P0084,3,3,17,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,It was just numbers that I liked or numbers that just felt right. ,55,Never,NA,White,Female,Non-Hispanic
P0084,4,11,11,Won,16,NA,FALSE,TRUE,TRUE,0,NA,1,It was just numbers that I liked or numbers that just felt right. ,55,Never,NA,White,Female,Non-Hispanic
P0084,5,22,29,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,It was just numbers that I liked or numbers that just felt right. ,55,Never,NA,White,Female,Non-Hispanic
P0084,6,28,3,Lost,3,winner_in_set,FALSE,TRUE,TRUE,100,100,1,It was just numbers that I liked or numbers that just felt right. ,55,Never,NA,White,Female,Non-Hispanic
P0084,7,10,11,Lost,2,winner_in_set,FALSE,TRUE,TRUE,100,100,1,It was just numbers that I liked or numbers that just felt right. ,55,Never,NA,White,Female,Non-Hispanic
P0084,8,14,30,Lost,0,NA,TRUE,FALSE,FALSE,100,100,1,It was just numbers that I liked or numbers that just felt right. ,55,Never,NA,White,Female,Non-Hispanic
P0084,9,5,34,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,It was just numbers that I liked or numbers that just felt right. ,55,Never,NA,White,Female,Non-Hispanic
P0084,10,8,25,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,It was just numbers that I liked or numbers that just felt right. ,55,Never,NA,White,Female,Non-Hispanic
P0084,11,16,29,Lost,8,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,It was just numbers that I liked or numbers that just felt right. ,55,Never,NA,White,Female,Non-Hispanic
P0084,12,7,7,Won,3,NA,FALSE,TRUE,TRUE,0,NA,1,It was just numbers that I liked or numbers that just felt right. ,55,Never,NA,White,Female,Non-Hispanic
P0084,13,33,21,Lost,8,winner_in_set,FALSE,TRUE,TRUE,100,100,1,It was just numbers that I liked or numbers that just felt right. ,55,Never,NA,White,Female,Non-Hispanic
P0084,14,2,19,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,It was just numbers that I liked or numbers that just felt right. ,55,Never,NA,White,Female,Non-Hispanic
P0084,15,25,30,Lost,3,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,It was just numbers that I liked or numbers that just felt right. ,55,Never,NA,White,Female,Non-Hispanic
P0084,16,26,23,Lost,8,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,It was just numbers that I liked or numbers that just felt right. ,55,Never,NA,White,Female,Non-Hispanic
P0084,17,13,13,Won,2,NA,FALSE,TRUE,TRUE,0,NA,1,It was just numbers that I liked or numbers that just felt right. ,55,Never,NA,White,Female,Non-Hispanic
P0084,18,14,13,Lost,0,NA,TRUE,FALSE,FALSE,100,100,1,It was just numbers that I liked or numbers that just felt right. ,55,Never,NA,White,Female,Non-Hispanic
P0084,19,22,32,Lost,0,NA,TRUE,FALSE,FALSE,100,100,1,It was just numbers that I liked or numbers that just felt right. ,55,Never,NA,White,Female,Non-Hispanic
P0084,20,14,1,Lost,3,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,It was just numbers that I liked or numbers that just felt right. ,55,Never,NA,White,Female,Non-Hispanic
P0084,21,21,2,Lost,16,winner_in_set,FALSE,TRUE,TRUE,100,100,1,It was just numbers that I liked or numbers that just felt right. ,55,Never,NA,White,Female,Non-Hispanic
P0084,22,7,8,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,It was just numbers that I liked or numbers that just felt right. ,55,Never,NA,White,Female,Non-Hispanic
P0084,23,31,32,Lost,8,winner_in_set,FALSE,TRUE,TRUE,100,100,1,It was just numbers that I liked or numbers that just felt right. ,55,Never,NA,White,Female,Non-Hispanic
P0084,24,30,30,Won,16,NA,FALSE,TRUE,TRUE,0,NA,1,It was just numbers that I liked or numbers that just felt right. ,55,Never,NA,White,Female,Non-Hispanic
P0105,1,13,6,Lost,0,NA,TRUE,FALSE,FALSE,67,24,1,"I just generally picked my favorite numbers, and then deliberately not picking my favorite numbers back and forth.",40,Never,NA,White,Female,Non-Hispanic
P0105,2,4,19,Lost,8,winner_not_in_set,FALSE,FALSE,TRUE,80,51,1,"I just generally picked my favorite numbers, and then deliberately not picking my favorite numbers back and forth.",40,Never,NA,White,Female,Non-Hispanic
P0105,3,28,25,Lost,3,winner_not_in_set,FALSE,FALSE,TRUE,87,100,1,"I just generally picked my favorite numbers, and then deliberately not picking my favorite numbers back and forth.",40,Never,NA,White,Female,Non-Hispanic
P0105,4,18,26,Lost,3,winner_in_set,FALSE,TRUE,TRUE,100,100,1,"I just generally picked my favorite numbers, and then deliberately not picking my favorite numbers back and forth.",40,Never,NA,White,Female,Non-Hispanic
P0105,5,22,30,Lost,8,winner_in_set,FALSE,TRUE,TRUE,63,100,1,"I just generally picked my favorite numbers, and then deliberately not picking my favorite numbers back and forth.",40,Never,NA,White,Female,Non-Hispanic
P0105,6,29,29,Won,0,NA,TRUE,FALSE,FALSE,0,NA,1,"I just generally picked my favorite numbers, and then deliberately not picking my favorite numbers back and forth.",40,Never,NA,White,Female,Non-Hispanic
P0105,7,11,24,Lost,8,winner_not_in_set,FALSE,FALSE,TRUE,67,78,1,"I just generally picked my favorite numbers, and then deliberately not picking my favorite numbers back and forth.",40,Never,NA,White,Female,Non-Hispanic
P0105,8,23,11,Lost,0,NA,TRUE,FALSE,FALSE,46,67,1,"I just generally picked my favorite numbers, and then deliberately not picking my favorite numbers back and forth.",40,Never,NA,White,Female,Non-Hispanic
P0105,9,16,2,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,62,72,1,"I just generally picked my favorite numbers, and then deliberately not picking my favorite numbers back and forth.",40,Never,NA,White,Female,Non-Hispanic
P0105,10,2,2,Won,16,NA,FALSE,TRUE,TRUE,0,NA,1,"I just generally picked my favorite numbers, and then deliberately not picking my favorite numbers back and forth.",40,Never,NA,White,Female,Non-Hispanic
P0105,11,26,13,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,31,52,1,"I just generally picked my favorite numbers, and then deliberately not picking my favorite numbers back and forth.",40,Never,NA,White,Female,Non-Hispanic
P0105,12,13,23,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,76,86,1,"I just generally picked my favorite numbers, and then deliberately not picking my favorite numbers back and forth.",40,Never,NA,White,Female,Non-Hispanic
P0105,13,26,10,Lost,3,winner_in_set,FALSE,TRUE,TRUE,77,93,1,"I just generally picked my favorite numbers, and then deliberately not picking my favorite numbers back and forth.",40,Never,NA,White,Female,Non-Hispanic
P0105,14,9,27,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,40,54,1,"I just generally picked my favorite numbers, and then deliberately not picking my favorite numbers back and forth.",40,Never,NA,White,Female,Non-Hispanic
P0105,15,5,27,Lost,3,winner_not_in_set,FALSE,FALSE,TRUE,27,52,1,"I just generally picked my favorite numbers, and then deliberately not picking my favorite numbers back and forth.",40,Never,NA,White,Female,Non-Hispanic
P0105,16,11,36,Lost,16,winner_in_set,FALSE,TRUE,TRUE,65,83,1,"I just generally picked my favorite numbers, and then deliberately not picking my favorite numbers back and forth.",40,Never,NA,White,Female,Non-Hispanic
P0105,17,13,21,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,18,41,1,"I just generally picked my favorite numbers, and then deliberately not picking my favorite numbers back and forth.",40,Never,NA,White,Female,Non-Hispanic
P0105,18,23,23,Won,0,NA,TRUE,FALSE,FALSE,0,NA,1,"I just generally picked my favorite numbers, and then deliberately not picking my favorite numbers back and forth.",40,Never,NA,White,Female,Non-Hispanic
P0105,19,17,33,Lost,8,winner_in_set,FALSE,TRUE,TRUE,66,87,1,"I just generally picked my favorite numbers, and then deliberately not picking my favorite numbers back and forth.",40,Never,NA,White,Female,Non-Hispanic
P0105,20,21,7,Lost,16,winner_in_set,FALSE,TRUE,TRUE,73,100,1,"I just generally picked my favorite numbers, and then deliberately not picking my favorite numbers back and forth.",40,Never,NA,White,Female,Non-Hispanic
P0105,21,10,28,Lost,2,winner_in_set,FALSE,TRUE,TRUE,94,100,1,"I just generally picked my favorite numbers, and then deliberately not picking my favorite numbers back and forth.",40,Never,NA,White,Female,Non-Hispanic
P0105,22,9,34,Lost,16,winner_not_in_set,FALSE,FALSE,TRUE,42,58,1,"I just generally picked my favorite numbers, and then deliberately not picking my favorite numbers back and forth.",40,Never,NA,White,Female,Non-Hispanic
P0105,23,29,13,Lost,2,winner_in_set,FALSE,TRUE,TRUE,75,100,1,"I just generally picked my favorite numbers, and then deliberately not picking my favorite numbers back and forth.",40,Never,NA,White,Female,Non-Hispanic
P0105,24,13,13,Won,1,NA,FALSE,TRUE,TRUE,0,NA,1,"I just generally picked my favorite numbers, and then deliberately not picking my favorite numbers back and forth.",40,Never,NA,White,Female,Non-Hispanic
P0106,1,11,5,Lost,0,NA,TRUE,FALSE,FALSE,88,100,1,"I knew it was just luck, but if a high number was picked I would next go with a low number",54,Never,NA,White,Female,Non-Hispanic
P0106,2,8,30,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,90,100,1,"I knew it was just luck, but if a high number was picked I would next go with a low number",54,Never,NA,White,Female,Non-Hispanic
P0106,3,15,15,Won,8,NA,FALSE,TRUE,TRUE,0,NA,1,"I knew it was just luck, but if a high number was picked I would next go with a low number",54,Never,NA,White,Female,Non-Hispanic
P0106,4,8,29,Lost,16,winner_in_set,FALSE,TRUE,TRUE,95,100,1,"I knew it was just luck, but if a high number was picked I would next go with a low number",54,Never,NA,White,Female,Non-Hispanic
P0106,5,12,18,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,92,100,1,"I knew it was just luck, but if a high number was picked I would next go with a low number",54,Never,NA,White,Female,Non-Hispanic
P0106,6,20,23,Lost,0,NA,TRUE,FALSE,FALSE,92,100,1,"I knew it was just luck, but if a high number was picked I would next go with a low number",54,Never,NA,White,Female,Non-Hispanic
P0106,7,27,29,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,99,100,1,"I knew it was just luck, but if a high number was picked I would next go with a low number",54,Never,NA,White,Female,Non-Hispanic
P0106,8,16,3,Lost,8,winner_not_in_set,FALSE,FALSE,TRUE,93,100,1,"I knew it was just luck, but if a high number was picked I would next go with a low number",54,Never,NA,White,Female,Non-Hispanic
P0106,9,18,17,Lost,0,NA,TRUE,FALSE,FALSE,99,100,1,"I knew it was just luck, but if a high number was picked I would next go with a low number",54,Never,NA,White,Female,Non-Hispanic
P0106,10,14,33,Lost,3,winner_not_in_set,FALSE,FALSE,TRUE,91,100,1,"I knew it was just luck, but if a high number was picked I would next go with a low number",54,Never,NA,White,Female,Non-Hispanic
P0106,11,4,4,Won,0,NA,TRUE,FALSE,FALSE,0,NA,1,"I knew it was just luck, but if a high number was picked I would next go with a low number",54,Never,NA,White,Female,Non-Hispanic
P0106,12,26,2,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,93,100,1,"I knew it was just luck, but if a high number was picked I would next go with a low number",54,Never,NA,White,Female,Non-Hispanic
P0106,13,30,24,Lost,2,winner_in_set,FALSE,TRUE,TRUE,100,100,1,"I knew it was just luck, but if a high number was picked I would next go with a low number",54,Never,NA,White,Female,Non-Hispanic
P0106,14,8,11,Lost,3,winner_not_in_set,FALSE,FALSE,TRUE,95,100,1,"I knew it was just luck, but if a high number was picked I would next go with a low number",54,Never,NA,White,Female,Non-Hispanic
P0106,15,1,12,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,93,100,1,"I knew it was just luck, but if a high number was picked I would next go with a low number",54,Never,NA,White,Female,Non-Hispanic
P0106,16,25,25,Won,8,NA,FALSE,TRUE,TRUE,0,NA,1,"I knew it was just luck, but if a high number was picked I would next go with a low number",54,Never,NA,White,Female,Non-Hispanic
P0106,17,17,21,Lost,16,winner_in_set,FALSE,TRUE,TRUE,93,100,1,"I knew it was just luck, but if a high number was picked I would next go with a low number",54,Never,NA,White,Female,Non-Hispanic
P0106,18,13,1,Lost,3,winner_in_set,FALSE,TRUE,TRUE,99,100,1,"I knew it was just luck, but if a high number was picked I would next go with a low number",54,Never,NA,White,Female,Non-Hispanic
P0106,19,33,16,Lost,8,winner_in_set,FALSE,TRUE,TRUE,99,100,1,"I knew it was just luck, but if a high number was picked I would next go with a low number",54,Never,NA,White,Female,Non-Hispanic
P0106,20,20,25,Lost,3,winner_in_set,FALSE,TRUE,TRUE,95,100,1,"I knew it was just luck, but if a high number was picked I would next go with a low number",54,Never,NA,White,Female,Non-Hispanic
P0106,21,6,12,Lost,2,winner_in_set,FALSE,TRUE,TRUE,98,100,1,"I knew it was just luck, but if a high number was picked I would next go with a low number",54,Never,NA,White,Female,Non-Hispanic
P0106,22,27,18,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,94,100,1,"I knew it was just luck, but if a high number was picked I would next go with a low number",54,Never,NA,White,Female,Non-Hispanic
P0106,23,19,32,Lost,16,winner_not_in_set,FALSE,FALSE,TRUE,95,100,1,"I knew it was just luck, but if a high number was picked I would next go with a low number",54,Never,NA,White,Female,Non-Hispanic
P0106,24,2,2,Won,16,NA,FALSE,TRUE,TRUE,0,NA,1,"I knew it was just luck, but if a high number was picked I would next go with a low number",54,Never,NA,White,Female,Non-Hispanic
P0107,1,14,21,Lost,3,winner_in_set,FALSE,TRUE,TRUE,77,94,1,picking a number that had won more than once. ,30,Never,NA,White,Female,Non-Hispanic
P0107,2,22,21,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,60,100,1,picking a number that had won more than once. ,30,Never,NA,White,Female,Non-Hispanic
P0107,3,21,26,Lost,16,winner_not_in_set,FALSE,FALSE,TRUE,55,80,1,picking a number that had won more than once. ,30,Never,NA,White,Female,Non-Hispanic
P0107,4,26,26,Won,2,NA,FALSE,TRUE,TRUE,0,NA,1,picking a number that had won more than once. ,30,Never,NA,White,Female,Non-Hispanic
P0107,5,26,21,Lost,3,winner_in_set,FALSE,TRUE,TRUE,41,100,1,picking a number that had won more than once. ,30,Never,NA,White,Female,Non-Hispanic
P0107,6,21,32,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,48,94,1,picking a number that had won more than once. ,30,Never,NA,White,Female,Non-Hispanic
P0107,7,21,26,Lost,8,winner_in_set,FALSE,TRUE,TRUE,22,100,1,picking a number that had won more than once. ,30,Never,NA,White,Female,Non-Hispanic
P0107,8,21,26,Lost,2,winner_in_set,FALSE,TRUE,TRUE,100,100,1,picking a number that had won more than once. ,30,Never,NA,White,Female,Non-Hispanic
P0107,9,26,8,Lost,8,winner_not_in_set,FALSE,FALSE,TRUE,55,47,1,picking a number that had won more than once. ,30,Never,NA,White,Female,Non-Hispanic
P0107,10,26,10,Lost,3,winner_not_in_set,FALSE,FALSE,TRUE,44,64,1,picking a number that had won more than once. ,30,Never,NA,White,Female,Non-Hispanic
P0107,11,21,21,Won,2,NA,FALSE,TRUE,TRUE,0,NA,1,picking a number that had won more than once. ,30,Never,NA,White,Female,Non-Hispanic
P0107,12,21,13,Lost,0,NA,TRUE,FALSE,FALSE,26,64,1,picking a number that had won more than once. ,30,Never,NA,White,Female,Non-Hispanic
